Case ID;Activity;Resource;Start;Complete;Variant;Variant index
travel permit 71794;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;21-09-2018 10:05:35;21-09-2018 10:05:35;Variant 1;1
travel permit 71794;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;21-09-2018 10:05:47;21-09-2018 10:05:47;Variant 1;1
travel permit 71794;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;25-09-2018 5:46:16;25-09-2018 5:46:16;Variant 1;1
travel permit 71794;Request Payment;UNDEFINED;25-09-2018 9:47:25;25-09-2018 9:47:25;Variant 1;1
travel permit 71794;Payment Handled;UNDEFINED;27-09-2018 12:31:24;27-09-2018 12:31:24;Variant 1;1
travel permit 62603;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 7:51:49;11-07-2018 7:51:49;Variant 1;1
travel permit 62603;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 7:51:51;11-07-2018 7:51:51;Variant 1;1
travel permit 62603;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;11-07-2018 7:59:21;11-07-2018 7:59:21;Variant 1;1
travel permit 62603;Start trip;EMPLOYEE;17-07-2018 18:00:00;17-07-2018 18:00:00;Variant 1;1
travel permit 62603;End trip;EMPLOYEE;22-07-2018 18:00:00;22-07-2018 18:00:00;Variant 1;1
travel permit 62603;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;26-07-2018 8:43:53;26-07-2018 8:43:53;Variant 1;1
travel permit 62603;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;26-07-2018 8:44:12;26-07-2018 8:44:12;Variant 1;1
travel permit 62603;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;27-07-2018 2:49:56;27-07-2018 2:49:56;Variant 1;1
travel permit 62603;Request Payment;UNDEFINED;27-07-2018 3:19:26;27-07-2018 3:19:26;Variant 1;1
travel permit 62603;Payment Handled;UNDEFINED;31-07-2018 11:30:57;31-07-2018 11:30:57;Variant 1;1
travel permit 66794;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 8:35:55;11-07-2018 8:35:55;Variant 2;2
travel permit 66794;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 8:36:00;11-07-2018 8:36:00;Variant 2;2
travel permit 66794;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;12-07-2018 1:57:10;12-07-2018 1:57:10;Variant 2;2
travel permit 66794;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;18-07-2018 23:15:45;18-07-2018 23:15:45;Variant 2;2
travel permit 66794;Start trip;EMPLOYEE;28-07-2018 18:00:00;28-07-2018 18:00:00;Variant 2;2
travel permit 66794;End trip;EMPLOYEE;02-08-2018 18:00:00;02-08-2018 18:00:00;Variant 2;2
travel permit 66794;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;31-08-2018 5:01:53;31-08-2018 5:01:53;Variant 2;2
travel permit 66794;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;31-08-2018 5:06:31;31-08-2018 5:06:31;Variant 2;2
travel permit 66794;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;03-09-2018 4:11:43;03-09-2018 4:11:43;Variant 2;2
travel permit 66794;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;10-09-2018 0:15:37;10-09-2018 0:15:37;Variant 2;2
travel permit 66794;Request Payment;UNDEFINED;10-09-2018 5:11:23;10-09-2018 5:11:23;Variant 2;2
travel permit 66794;Payment Handled;UNDEFINED;13-09-2018 12:31:15;13-09-2018 12:31:15;Variant 2;2
travel permit 11669;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 9:25:27;11-07-2018 9:25:27;Variant 2;2
travel permit 11669;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 9:26:09;11-07-2018 9:26:09;Variant 2;2
travel permit 11669;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;12-07-2018 2:03:19;12-07-2018 2:03:19;Variant 2;2
travel permit 11669;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 2:12:36;12-07-2018 2:12:36;Variant 2;2
travel permit 11669;Start trip;EMPLOYEE;16-08-2018 19:00:00;16-08-2018 19:00:00;Variant 2;2
travel permit 11669;End trip;EMPLOYEE;23-08-2018 19:00:00;23-08-2018 19:00:00;Variant 2;2
travel permit 11669;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;27-08-2018 10:48:47;27-08-2018 10:48:47;Variant 2;2
travel permit 11669;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;29-08-2018 9:55:48;29-08-2018 9:55:48;Variant 2;2
travel permit 11669;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;30-08-2018 5:08:15;30-08-2018 5:08:15;Variant 2;2
travel permit 11669;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;04-09-2018 3:25:43;04-09-2018 3:25:43;Variant 2;2
travel permit 11669;Request Payment;UNDEFINED;06-09-2018 3:07:24;06-09-2018 3:07:24;Variant 2;2
travel permit 11669;Payment Handled;UNDEFINED;10-09-2018 12:31:24;10-09-2018 12:31:24;Variant 2;2
travel permit 64535;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 9:35:11;11-07-2018 9:35:11;Variant 1;1
travel permit 64535;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 9:35:14;11-07-2018 9:35:14;Variant 1;1
travel permit 64535;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 8:44:00;12-07-2018 8:44:00;Variant 1;1
travel permit 64535;Start trip;EMPLOYEE;16-07-2018 18:00:00;16-07-2018 18:00:00;Variant 1;1
travel permit 64535;End trip;EMPLOYEE;17-07-2018 18:00:00;17-07-2018 18:00:00;Variant 1;1
travel permit 64535;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;19-07-2018 10:03:23;19-07-2018 10:03:23;Variant 1;1
travel permit 64535;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;19-07-2018 10:03:32;19-07-2018 10:03:32;Variant 1;1
travel permit 64535;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;25-07-2018 6:24:12;25-07-2018 6:24:12;Variant 1;1
travel permit 64535;Request Payment;UNDEFINED;13-08-2018 5:36:20;13-08-2018 5:36:20;Variant 1;1
travel permit 64535;Payment Handled;UNDEFINED;16-08-2018 12:31:23;16-08-2018 12:31:23;Variant 1;1
travel permit 56266;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 9:57:39;11-07-2018 9:57:39;Variant 1;1
travel permit 56266;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 9:57:41;11-07-2018 9:57:41;Variant 1;1
travel permit 56266;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 4:57:10;12-07-2018 4:57:10;Variant 1;1
travel permit 56266;Start trip;EMPLOYEE;18-09-2018 19:00:00;18-09-2018 19:00:00;Variant 1;1
travel permit 56266;End trip;EMPLOYEE;21-09-2018 19:00:00;21-09-2018 19:00:00;Variant 1;1
travel permit 56266;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;24-09-2018 7:01:11;24-09-2018 7:01:11;Variant 1;1
travel permit 56266;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;24-09-2018 7:11:42;24-09-2018 7:11:42;Variant 1;1
travel permit 56266;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;24-09-2018 9:31:33;24-09-2018 9:31:33;Variant 1;1
travel permit 56266;Request Payment;UNDEFINED;25-09-2018 2:11:05;25-09-2018 2:11:05;Variant 1;1
travel permit 56266;Payment Handled;UNDEFINED;27-09-2018 12:31:24;27-09-2018 12:31:24;Variant 1;1
travel permit 62626;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 10:24:30;11-07-2018 10:24:30;Variant 3;3
travel permit 62626;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 10:24:34;11-07-2018 10:24:34;Variant 3;3
travel permit 62626;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 1:56:26;12-07-2018 1:56:26;Variant 3;3
travel permit 62626;Start trip;EMPLOYEE;19-11-2018 20:00:00;19-11-2018 20:00:00;Variant 3;3
travel permit 62626;End trip;EMPLOYEE;22-11-2018 20:00:00;22-11-2018 20:00:00;Variant 3;3
travel permit 62626;Send Reminder;UNDEFINED;01-01-2019 2:00:31;01-01-2019 2:00:31;Variant 3;3
travel permit 62626;Send Reminder;UNDEFINED;01-03-2019 2:01:01;01-03-2019 2:01:01;Variant 3;3
travel permit 71804;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 10:39:52;11-07-2018 10:39:52;Variant 7;7
travel permit 71804;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 10:39:56;11-07-2018 10:39:56;Variant 7;7
travel permit 71804;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 1:56:48;12-07-2018 1:56:48;Variant 7;7
travel permit 71804;Request For Payment SUBMITTED by EMPLOYEE;EMPLOYEE;06-08-2018 3:54:58;06-08-2018 3:54:58;Variant 7;7
travel permit 71804;Request For Payment APPROVED by ADMINISTRATION;ADMINISTRATION;06-08-2018 3:55:20;06-08-2018 3:55:20;Variant 7;7
travel permit 71804;Request For Payment FINAL_APPROVED by SUPERVISOR;SUPERVISOR;06-08-2018 4:15:23;06-08-2018 4:15:23;Variant 7;7
travel permit 71804;Request Payment;UNDEFINED;07-08-2018 8:21:01;07-08-2018 8:21:01;Variant 7;7
travel permit 71804;Payment Handled;UNDEFINED;09-08-2018 11:31:40;09-08-2018 11:31:40;Variant 7;7
travel permit 71804;Start trip;EMPLOYEE;16-08-2018 19:00:00;16-08-2018 19:00:00;Variant 7;7
travel permit 71804;End trip;EMPLOYEE;21-08-2018 19:00:00;21-08-2018 19:00:00;Variant 7;7
travel permit 71804;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;27-08-2018 8:23:17;27-08-2018 8:23:17;Variant 7;7
travel permit 71804;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;26-09-2018 12:58:39;26-09-2018 12:58:39;Variant 7;7
travel permit 71804;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;27-09-2018 3:13:05;27-09-2018 3:13:05;Variant 7;7
travel permit 71804;Request Payment;UNDEFINED;02-10-2018 3:30:04;02-10-2018 3:30:04;Variant 7;7
travel permit 71804;Payment Handled;UNDEFINED;04-10-2018 12:31:16;04-10-2018 12:31:16;Variant 7;7
travel permit 71820;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;11-07-2018 11:24:24;11-07-2018 11:24:24;Variant 2;2
travel permit 71820;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;11-07-2018 11:24:26;11-07-2018 11:24:26;Variant 2;2
travel permit 71820;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;13-07-2018 8:45:02;13-07-2018 8:45:02;Variant 2;2
travel permit 71820;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;13-07-2018 8:51:41;13-07-2018 8:51:41;Variant 2;2
travel permit 71820;Start trip;EMPLOYEE;21-07-2018 18:00:00;21-07-2018 18:00:00;Variant 2;2
travel permit 71820;End trip;EMPLOYEE;27-07-2018 18:00:00;27-07-2018 18:00:00;Variant 2;2
travel permit 71820;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;28-08-2018 10:08:25;28-08-2018 10:08:25;Variant 2;2
travel permit 71820;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;28-08-2018 10:11:55;28-08-2018 10:11:55;Variant 2;2
travel permit 71820;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;28-08-2018 11:21:56;28-08-2018 11:21:56;Variant 2;2
travel permit 71820;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;30-08-2018 12:36:53;30-08-2018 12:36:53;Variant 2;2
travel permit 71820;Request Payment;UNDEFINED;13-09-2018 7:36:46;13-09-2018 7:36:46;Variant 2;2
travel permit 71820;Payment Handled;UNDEFINED;17-09-2018 12:31:14;17-09-2018 12:31:14;Variant 2;2
travel permit 11682;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 3:24:20;12-07-2018 3:24:20;Variant 1;1
travel permit 11682;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 3:24:23;12-07-2018 3:24:23;Variant 1;1
travel permit 11682;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;17-07-2018 2:13:54;17-07-2018 2:13:54;Variant 1;1
travel permit 11682;Start trip;EMPLOYEE;29-08-2018 19:00:00;29-08-2018 19:00:00;Variant 1;1
travel permit 11682;End trip;EMPLOYEE;31-08-2018 19:00:00;31-08-2018 19:00:00;Variant 1;1
travel permit 11682;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;04-09-2018 5:44:46;04-09-2018 5:44:46;Variant 1;1
travel permit 11682;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;04-09-2018 5:58:50;04-09-2018 5:58:50;Variant 1;1
travel permit 11682;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;05-09-2018 7:06:40;05-09-2018 7:06:40;Variant 1;1
travel permit 11682;Request Payment;UNDEFINED;06-09-2018 5:04:25;06-09-2018 5:04:25;Variant 1;1
travel permit 11682;Payment Handled;UNDEFINED;10-09-2018 12:31:24;10-09-2018 12:31:24;Variant 1;1
travel permit 66829;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 4:14:20;12-07-2018 4:14:20;Variant 1;1
travel permit 66829;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 4:14:24;12-07-2018 4:14:24;Variant 1;1
travel permit 66829;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 8:55:20;12-07-2018 8:55:20;Variant 1;1
travel permit 66829;Start trip;EMPLOYEE;12-08-2018 19:00:00;12-08-2018 19:00:00;Variant 1;1
travel permit 66829;End trip;EMPLOYEE;12-08-2018 19:00:00;12-08-2018 19:00:00;Variant 1;1
travel permit 66829;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;27-09-2018 9:47:19;27-09-2018 9:47:19;Variant 1;1
travel permit 66829;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;27-09-2018 9:50:33;27-09-2018 9:50:33;Variant 1;1
travel permit 66829;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;02-10-2018 4:56:35;02-10-2018 4:56:35;Variant 1;1
travel permit 66829;Request Payment;UNDEFINED;02-10-2018 7:39:35;02-10-2018 7:39:35;Variant 1;1
travel permit 66829;Payment Handled;UNDEFINED;04-10-2018 12:31:16;04-10-2018 12:31:16;Variant 1;1
travel permit 66839;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 4:39:49;12-07-2018 4:39:49;Variant 1;1
travel permit 66839;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 4:39:54;12-07-2018 4:39:54;Variant 1;1
travel permit 66839;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;17-07-2018 2:06:50;17-07-2018 2:06:50;Variant 1;1
travel permit 66839;Start trip;EMPLOYEE;15-09-2018 19:00:00;15-09-2018 19:00:00;Variant 1;1
travel permit 66839;End trip;EMPLOYEE;20-09-2018 19:00:00;20-09-2018 19:00:00;Variant 1;1
travel permit 66839;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;26-09-2018 8:07:56;26-09-2018 8:07:56;Variant 1;1
travel permit 66839;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;26-09-2018 8:31:22;26-09-2018 8:31:22;Variant 1;1
travel permit 66839;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;03-10-2018 4:03:14;03-10-2018 4:03:14;Variant 1;1
travel permit 66839;Request Payment;UNDEFINED;09-10-2018 5:53:49;09-10-2018 5:53:49;Variant 1;1
travel permit 66839;Payment Handled;UNDEFINED;11-10-2018 12:31:07;11-10-2018 12:31:07;Variant 1;1
travel permit 30333;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 4:44:35;12-07-2018 4:44:35;Variant 2;2
travel permit 30333;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 4:44:56;12-07-2018 4:44:56;Variant 2;2
travel permit 30333;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;12-07-2018 8:41:44;12-07-2018 8:41:44;Variant 2;2
travel permit 30333;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;18-07-2018 23:15:44;18-07-2018 23:15:44;Variant 2;2
travel permit 30333;Start trip;EMPLOYEE;19-08-2018 19:00:00;19-08-2018 19:00:00;Variant 2;2
travel permit 30333;End trip;EMPLOYEE;23-08-2018 19:00:00;23-08-2018 19:00:00;Variant 2;2
travel permit 30333;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;27-08-2018 7:12:25;27-08-2018 7:12:25;Variant 2;2
travel permit 30333;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;27-08-2018 7:12:34;27-08-2018 7:12:34;Variant 2;2
travel permit 30333;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;05-09-2018 8:47:51;05-09-2018 8:47:51;Variant 2;2
travel permit 30333;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;08-09-2018 4:37:23;08-09-2018 4:37:23;Variant 2;2
travel permit 30333;Request Payment;UNDEFINED;11-09-2018 4:10:29;11-09-2018 4:10:29;Variant 2;2
travel permit 30333;Payment Handled;UNDEFINED;13-09-2018 12:31:15;13-09-2018 12:31:15;Variant 2;2
travel permit 30346;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 5:10:18;12-07-2018 5:10:18;Variant 1;1
travel permit 30346;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 5:10:22;12-07-2018 5:10:22;Variant 1;1
travel permit 30346;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;16-07-2018 3:11:36;16-07-2018 3:11:36;Variant 1;1
travel permit 30346;Start trip;EMPLOYEE;17-07-2018 18:00:00;17-07-2018 18:00:00;Variant 1;1
travel permit 30346;End trip;EMPLOYEE;22-07-2018 18:00:00;22-07-2018 18:00:00;Variant 1;1
travel permit 30346;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;27-07-2018 8:22:03;27-07-2018 8:22:03;Variant 1;1
travel permit 30346;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;27-07-2018 8:22:14;27-07-2018 8:22:14;Variant 1;1
travel permit 30346;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;30-07-2018 3:53:25;30-07-2018 3:53:25;Variant 1;1
travel permit 30346;Request Payment;UNDEFINED;30-07-2018 5:13:45;30-07-2018 5:13:45;Variant 1;1
travel permit 30346;Payment Handled;UNDEFINED;02-08-2018 11:31:27;02-08-2018 11:31:27;Variant 1;1
travel permit 56288;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 5:24:45;12-07-2018 5:24:45;Variant 1;1
travel permit 56288;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 5:24:47;12-07-2018 5:24:47;Variant 1;1
travel permit 56288;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;16-07-2018 3:11:42;16-07-2018 3:11:42;Variant 1;1
travel permit 56288;Start trip;EMPLOYEE;17-07-2018 18:00:00;17-07-2018 18:00:00;Variant 1;1
travel permit 56288;End trip;EMPLOYEE;22-07-2018 18:00:00;22-07-2018 18:00:00;Variant 1;1
travel permit 56288;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;26-07-2018 7:45:35;26-07-2018 7:45:35;Variant 1;1
travel permit 56288;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;26-07-2018 8:03:38;26-07-2018 8:03:38;Variant 1;1
travel permit 56288;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;27-07-2018 2:49:04;27-07-2018 2:49:04;Variant 1;1
travel permit 56288;Request Payment;UNDEFINED;27-07-2018 3:23:04;27-07-2018 3:23:04;Variant 1;1
travel permit 56288;Payment Handled;UNDEFINED;31-07-2018 11:30:57;31-07-2018 11:30:57;Variant 1;1
travel permit 56298;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 5:28:36;12-07-2018 5:28:36;Variant 2;2
travel permit 56298;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 5:29:12;12-07-2018 5:29:12;Variant 2;2
travel permit 56298;Permit APPROVED by BUDGET OWNER;BUDGET OWNER;12-07-2018 9:18:59;12-07-2018 9:18:59;Variant 2;2
travel permit 56298;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 10:48:10;12-07-2018 10:48:10;Variant 2;2
travel permit 56298;Start trip;EMPLOYEE;21-09-2018 19:00:00;21-09-2018 19:00:00;Variant 2;2
travel permit 56298;End trip;EMPLOYEE;25-09-2018 19:00:00;25-09-2018 19:00:00;Variant 2;2
travel permit 56298;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;01-10-2018 8:26:01;01-10-2018 8:26:01;Variant 2;2
travel permit 56298;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;01-10-2018 9:53:08;01-10-2018 9:53:08;Variant 2;2
travel permit 56298;Declaration APPROVED by BUDGET OWNER;BUDGET OWNER;03-10-2018 5:24:11;03-10-2018 5:24:11;Variant 2;2
travel permit 56298;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;10-10-2018 0:15:40;10-10-2018 0:15:40;Variant 2;2
travel permit 56298;Request Payment;UNDEFINED;12-10-2018 11:13:04;12-10-2018 11:13:04;Variant 2;2
travel permit 56298;Payment Handled;UNDEFINED;15-10-2018 12:31:12;15-10-2018 12:31:12;Variant 2;2
travel permit 61591;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 8:00:51;12-07-2018 8:00:51;Variant 1;1
travel permit 61591;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 8:00:53;12-07-2018 8:00:53;Variant 1;1
travel permit 61591;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;12-07-2018 8:42:52;12-07-2018 8:42:52;Variant 1;1
travel permit 61591;Start trip;EMPLOYEE;11-08-2018 18:00:00;11-08-2018 18:00:00;Variant 1;1
travel permit 61591;End trip;EMPLOYEE;15-08-2018 19:00:00;15-08-2018 19:00:00;Variant 1;1
travel permit 61591;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;22-08-2018 7:16:01;22-08-2018 7:16:01;Variant 1;1
travel permit 61591;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;22-08-2018 7:16:08;22-08-2018 7:16:08;Variant 1;1
travel permit 61591;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;05-09-2018 6:59:38;05-09-2018 6:59:38;Variant 1;1
travel permit 61591;Request Payment;UNDEFINED;06-09-2018 7:16:33;06-09-2018 7:16:33;Variant 1;1
travel permit 61591;Payment Handled;UNDEFINED;10-09-2018 12:31:24;10-09-2018 12:31:24;Variant 1;1
travel permit 34029;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 8:18:02;12-07-2018 8:18:02;Variant 5;5
travel permit 34029;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 8:18:08;12-07-2018 8:18:08;Variant 5;5
travel permit 34029;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;01-08-2018 6:11:24;01-08-2018 6:11:24;Variant 5;5
travel permit 34029;Start trip;EMPLOYEE;02-09-2018 19:00:00;02-09-2018 19:00:00;Variant 5;5
travel permit 34029;End trip;EMPLOYEE;04-09-2018 19:00:00;04-09-2018 19:00:00;Variant 5;5
travel permit 34029;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;06-09-2018 8:23:26;06-09-2018 8:23:26;Variant 5;5
travel permit 34029;Declaration REJECTED by ADMINISTRATION;ADMINISTRATION;06-09-2018 11:47:58;06-09-2018 11:47:58;Variant 5;5
travel permit 34029;Declaration REJECTED by EMPLOYEE;EMPLOYEE;10-09-2018 10:04:43;10-09-2018 10:04:43;Variant 5;5
travel permit 34029;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;09-10-2018 7:14:26;09-10-2018 7:14:26;Variant 5;5
travel permit 34029;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;09-10-2018 7:14:31;09-10-2018 7:14:31;Variant 5;5
travel permit 34029;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;10-10-2018 3:11:28;10-10-2018 3:11:28;Variant 5;5
travel permit 34029;Request Payment;UNDEFINED;12-10-2018 6:01:51;12-10-2018 6:01:51;Variant 5;5
travel permit 34029;Payment Handled;UNDEFINED;15-10-2018 12:31:12;15-10-2018 12:31:12;Variant 5;5
travel permit 66849;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 9:08:24;12-07-2018 9:08:24;Variant 1;1
travel permit 66849;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 9:08:33;12-07-2018 9:08:33;Variant 1;1
travel permit 66849;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;13-07-2018 8:44:35;13-07-2018 8:44:35;Variant 1;1
travel permit 66849;Start trip;EMPLOYEE;01-09-2018 19:00:00;01-09-2018 19:00:00;Variant 1;1
travel permit 66849;End trip;EMPLOYEE;03-09-2018 19:00:00;03-09-2018 19:00:00;Variant 1;1
travel permit 66849;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;16-09-2018 15:02:18;16-09-2018 15:02:18;Variant 1;1
travel permit 66849;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;16-09-2018 16:41:50;16-09-2018 16:41:50;Variant 1;1
travel permit 66849;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;17-09-2018 7:50:43;17-09-2018 7:50:43;Variant 1;1
travel permit 66849;Request Payment;UNDEFINED;25-09-2018 2:16:27;25-09-2018 2:16:27;Variant 1;1
travel permit 66849;Payment Handled;UNDEFINED;27-09-2018 12:31:24;27-09-2018 12:31:24;Variant 1;1
travel permit 63443;Permit SUBMITTED by EMPLOYEE;EMPLOYEE;12-07-2018 9:19:55;12-07-2018 9:19:55;Variant 1;1
travel permit 63443;Permit APPROVED by ADMINISTRATION;ADMINISTRATION;12-07-2018 9:20:12;12-07-2018 9:20:12;Variant 1;1
travel permit 63443;Permit FINAL_APPROVED by SUPERVISOR;SUPERVISOR;13-07-2018 8:44:40;13-07-2018 8:44:40;Variant 1;1
travel permit 63443;Start trip;EMPLOYEE;02-09-2018 19:00:00;02-09-2018 19:00:00;Variant 1;1
travel permit 63443;End trip;EMPLOYEE;05-09-2018 19:00:00;05-09-2018 19:00:00;Variant 1;1
travel permit 63443;Declaration SUBMITTED by EMPLOYEE;EMPLOYEE;12-09-2018 11:51:56;12-09-2018 11:51:56;Variant 1;1
travel permit 63443;Declaration APPROVED by ADMINISTRATION;ADMINISTRATION;12-09-2018 12:12:37;12-09-2018 12:12:37;Variant 1;1
travel permit 63443;Declaration FINAL_APPROVED by SUPERVISOR;SUPERVISOR;14-09-2018 9:20:13;14-09-2018 9:20:13;Variant 1;1
travel permit 63443;Request Payment;UNDEFINED;17-09-2018 3:48:14;17-09-2018 3:48:14;Variant 1;1
travel permit 63443;Payment Handled;UNDEFINED;20-09-2018 12:31:17;20-09-2018 12:31:17;Variant 1;1
